customer_number,duka_latitude,duka_longitude,cluster,territory,warehouse_latitude,warehouse_longitude
ID_043393,-0.3238894,37.8729491,13,Nakuru,-0.2829722,36.1188889
ID_138514,-4.0076004,39.6901088,1,Eastlands,-1.3241389,36.867
ID_025974,-1.2554297,36.8943005,0,Athi River,-1.4275556,36.9704444
ID_120346,-1.2778303,36.9082492,0,Athi River,-1.4275556,36.9704444
ID_198716,-1.2952698,36.7456719,15,Ruai,-1.2285389,36.9890257
ID_164677,-1.275642,36.6118754,15,Ruai,-1.2285389,36.9890257
ID_014871,-1.306559443,36.89363098,0,Athi River,-1.4275556,36.9704444
ID_032925,-1.2107285,36.8747377,0,Athi River,-1.4275556,36.9704444
ID_109577,-3.6741759,38.9451199,7,Kiambu,-1.2284444,36.6881944
ID_117199,-1.2347962,36.9173222,0,Athi River,-1.4275556,36.9704444
ID_171276,-0.5396326,37.4540505,13,Nakuru,-0.2829722,36.1188889
ID_189155,-1.2671237,37.3179484,16,Ruiru,-1.2286944,36.9891111
ID_150484,-1.2718215,36.7469699,15,Ruai,-1.2285389,36.9890257
ID_129137,-1.23409,36.9350217,0,Athi River,-1.4275556,36.9704444
ID_165443,-1.2034464,36.9151341,0,Athi River,-1.4275556,36.9704444
ID_114318,-1.15371482,36.91909951,0,Athi River,-1.4275556,36.9704444
ID_114318,-1.1542297,36.941158,0,Athi River,-1.4275556,36.9704444
ID_079552,-1.1534864,36.947221,0,Athi River,-1.4275556,36.9704444
ID_072313,0.0356667,37.6561033,8,Kisii,-0.6713333,34.7678889
ID_005549,-1.3068633,36.8971466,0,Athi River,-1.4275556,36.9704444
ID_170910,0.6338383,35.0486356,14,Ongata Rongai,-1.3989167,36.7250278
ID_176163,-1.2822116,36.7133866,15,Ruai,-1.2285389,36.9890257
ID_190470,-0.1684103,36.123815,5,Karatina,-0.4731389,37.1262222
ID_160418,-0.5027153,37.2795275,18,Voi,-3.39025,38.57225
ID_137299,-1.3144883,36.8056267,15,Ruai,-1.2285389,36.9890257
ID_065901,-1.3931675,36.749443,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_199680,-4.0067119,39.6901565,1,Eastlands,-1.3241389,36.867
ID_188758,-1.2628078,36.8871559,0,Athi River,-1.4275556,36.9704444
ID_129743,-1.4121141,36.6865917,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_177680,-1.3124074,36.8453721,0,Athi River,-1.4275556,36.9704444
ID_162804,0.5481087,35.3001544,2,Eldoret,0.5201846,35.2563265
ID_100264,-1.1831215,36.9047464,0,Athi River,-1.4275556,36.9704444
ID_017115,-4.0016891,39.7037291,1,Eastlands,-1.3241389,36.867
ID_092713,-3.2231254,40.1139501,9,Kisumu1,-0.0879444,34.7596667
ID_127763,-0.561537,37.050672,3,Embu,-0.54203,37.4542503
ID_038896,-1.3161215,36.87651,0,Athi River,-1.4275556,36.9704444
ID_163853,-1.2770551,36.6865673,15,Ruai,-1.2285389,36.9890257
ID_190354,-0.0678703,37.6644318,8,Kisii,-0.6713333,34.7678889
ID_159088,-1.3751774,36.7228814,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_115506,-0.4813548,37.1228295,3,Embu,-0.54203,37.4542503
ID_155323,0.8315246,35.12086,14,Ongata Rongai,-1.3989167,36.7250278
ID_091846,-1.2751061,36.7514786,15,Ruai,-1.2285389,36.9890257
ID_182585,-0.3007573,36.0491011,5,Karatina,-0.4731389,37.1262222
ID_141041,-1.4823686,36.9637756,17,Thika Rd,-1.2420833,36.8763611
ID_169211,-0.4857054,37.1437826,3,Embu,-0.54203,37.4542503
ID_042433,-0.3691937,35.9378462,5,Karatina,-0.4731389,37.1262222
ID_185165,-0.3935138,37.1565105,3,Embu,-0.54203,37.4542503
ID_162853,-1.234312,36.9173222,0,Athi River,-1.4275556,36.9704444
ID_197093,-1.2164307,36.7706805,15,Ruai,-1.2285389,36.9890257
ID_130257,-0.6173461,37.3600335,18,Voi,-3.39025,38.57225
ID_166673,-3.8156957,39.6276679,1,Eastlands,-1.3241389,36.867
ID_120905,-1.3241263,36.894735,0,Athi River,-1.4275556,36.9704444
ID_118174,-1.2927681,36.7332006,15,Ruai,-1.2285389,36.9890257
ID_141196,0.584845,35.2278583,2,Eldoret,0.5201846,35.2563265
ID_067311,-1.0941772,37.029194,11,Meru,-1.2770781,36.8146693
ID_027974,-4.0092885,39.5938886,1,Eastlands,-1.3241389,36.867
ID_137034,-1.3719489,36.650454,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_145670,-1.1005933,36.7965517,15,Ruai,-1.2285389,36.9890257
ID_119332,-0.1874714,37.6770579,8,Kisii,-0.6713333,34.7678889
ID_097155,-1.321008682,36.89393616,0,Athi River,-1.4275556,36.9704444
ID_179584,-0.0737896,37.6700902,8,Kisii,-0.6713333,34.7678889
ID_124234,-1.2717186,36.7498459,15,Ruai,-1.2285389,36.9890257
ID_013811,-3.3850786,38.5651342,7,Kiambu,-1.2284444,36.6881944
ID_176554,-3.8617506,39.4740955,1,Eastlands,-1.3241389,36.867
ID_025928,-1.2174882,36.8960078,0,Athi River,-1.4275556,36.9704444
ID_025928,-1.217359483,36.90785244,0,Athi River,-1.4275556,36.9704444
ID_191834,-1.275783,37.1391492,16,Ruiru,-1.2286944,36.9891111
ID_107295,-3.5107599,38.5777217,7,Kiambu,-1.2284444,36.6881944
ID_107785,-1.2315165,36.9198667,0,Athi River,-1.4275556,36.9704444
ID_093710,0.5123007,35.3056615,2,Eldoret,0.5201846,35.2563265
ID_018262,-1.2687097,36.9430249,0,Athi River,-1.4275556,36.9704444
ID_041879,-4.0350173,39.663034,1,Eastlands,-1.3241389,36.867
ID_088925,-1.32637,36.894995,0,Athi River,-1.4275556,36.9704444
ID_069462,-1.321098208,36.89408493,0,Athi River,-1.4275556,36.9704444
ID_063543,-1.2213528,36.9228538,0,Athi River,-1.4275556,36.9704444
ID_032411,-1.0707418,37.0921782,11,Meru,-1.2770781,36.8146693
ID_041069,-0.6943484,34.7837128,4,Juja,-1.1081111,37.0138611
ID_011617,-1.3885538,36.9485978,17,Thika Rd,-1.2420833,36.8763611
ID_087144,-0.695011,34.7828786,4,Juja,-1.1081111,37.0138611
ID_081154,-0.3218946,36.1485951,5,Karatina,-0.4731389,37.1262222
ID_094693,0.7519768,35.1387386,14,Ongata Rongai,-1.3989167,36.7250278
ID_122526,-1.1206981,37.003345,11,Meru,-1.2770781,36.8146693
ID_148956,-0.1032734,34.7692642,10,Majengo Mombasa,-4.0519167,39.6583611
ID_040307,-1.394848228,36.68669891,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_034454,-3.8614956,39.4741843,1,Eastlands,-1.3241389,36.867
ID_086469,-1.5192589,37.1246865,16,Ruiru,-1.2286944,36.9891111
ID_139859,-1.2174464,36.9243298,0,Athi River,-1.4275556,36.9704444
ID_071578,-1.216293443,36.82140593,15,Ruai,-1.2285389,36.9890257
ID_049589,-0.5135289,36.9035442,3,Embu,-0.54203,37.4542503
ID_090172,-4.0224482,39.7019744,1,Eastlands,-1.3241389,36.867
ID_182306,-3.221014,40.1218961,9,Kisumu1,-0.0879444,34.7596667
ID_158914,-3.3985487,38.5793764,7,Kiambu,-1.2284444,36.6881944
ID_014567,-1.2547344,36.9212079,0,Athi River,-1.4275556,36.9704444
ID_060871,-1.3182758,36.8919073,0,Athi River,-1.4275556,36.9704444
ID_173463,-1.4671413,36.9491432,17,Thika Rd,-1.2420833,36.8763611
ID_056187,-3.5609709,38.7556339,7,Kiambu,-1.2284444,36.6881944
ID_171324,-1.3041629,36.7461602,15,Ruai,-1.2285389,36.9890257
ID_106408,-1.3141043,36.7992346,15,Ruai,-1.2285389,36.9890257
ID_126350,-1.2082363,36.7857784,15,Ruai,-1.2285389,36.9890257
ID_027899,-0.3275698,35.9408292,5,Karatina,-0.4731389,37.1262222
ID_152274,-1.2099482,36.7471585,15,Ruai,-1.2285389,36.9890257
ID_161111,-3.3957079,38.5841326,7,Kiambu,-1.2284444,36.6881944
ID_092495,0.5882357,35.3067714,2,Eldoret,0.5201846,35.2563265
ID_138145,-3.3992296,38.5862653,7,Kiambu,-1.2284444,36.6881944
ID_183300,-3.9880217,39.6993867,1,Eastlands,-1.3241389,36.867
ID_026327,-0.5455926,37.4529711,13,Nakuru,-0.2829722,36.1188889
ID_053030,-1.2420983,36.8931211,0,Athi River,-1.4275556,36.9704444
ID_053030,-1.246217202,36.89307819,0,Athi River,-1.4275556,36.9704444
ID_069374,0.5186132,35.3087446,2,Eldoret,0.5201846,35.2563265
ID_082248,-0.0946087,34.7610761,10,Majengo Mombasa,-4.0519167,39.6583611
ID_160988,-0.3209383,36.1478397,5,Karatina,-0.4731389,37.1262222
ID_047494,-0.1241275,35.9381747,5,Karatina,-0.4731389,37.1262222
ID_131214,-0.0001019,36.2310631,5,Karatina,-0.4731389,37.1262222
ID_173140,-1.3080736,36.8134192,15,Ruai,-1.2285389,36.9890257
ID_198030,-1.321226835,36.89406204,0,Athi River,-1.4275556,36.9704444
ID_184935,-1.291649,36.7294857,15,Ruai,-1.2285389,36.9890257
ID_184585,-1.3092357,36.8387622,0,Athi River,-1.4275556,36.9704444
ID_016166,-1.4008706,36.7616745,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_119482,-3.9830933,39.70753,1,Eastlands,-1.3241389,36.867
ID_052093,-1.2867616,36.6866183,15,Ruai,-1.2285389,36.9890257
ID_022681,-1.2608449,36.7121679,15,Ruai,-1.2285389,36.9890257
ID_076763,0.6010961,35.1582122,14,Ongata Rongai,-1.3989167,36.7250278
ID_141394,-1.2833371,37.104798,0,Athi River,-1.4275556,36.9704444
ID_121510,-1.3147461,36.8058894,15,Ruai,-1.2285389,36.9890257
ID_108824,-0.9528517,37.10724,11,Meru,-1.2770781,36.8146693
ID_140916,-0.3749434,35.9337615,5,Karatina,-0.4731389,37.1262222
ID_042278,-0.4721181,37.1217175,3,Embu,-0.54203,37.4542503
ID_027615,-1.284647,36.7459292,15,Ruai,-1.2285389,36.9890257
ID_112074,-1.0765515,37.1018922,11,Meru,-1.2770781,36.8146693
ID_080034,-1.241833502,36.88134941,0,Athi River,-1.4275556,36.9704444
ID_157477,-1.055418035,36.94913816,11,Meru,-1.2770781,36.8146693
ID_197235,-1.1838887,36.9021319,0,Athi River,-1.4275556,36.9704444
ID_016448,-1.3706919,36.6595452,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_118572,0.4774133,35.2596433,2,Eldoret,0.5201846,35.2563265
ID_145451,-3.6199417,39.8517874,9,Kisumu1,-0.0879444,34.7596667
ID_198016,-0.7763589,34.9458671,4,Juja,-1.1081111,37.0138611
ID_071797,-1.0412745,37.0429496,11,Meru,-1.2770781,36.8146693
ID_160789,-0.2433646,36.0073025,5,Karatina,-0.4731389,37.1262222
ID_089766,-4.0271937,39.6998904,1,Eastlands,-1.3241389,36.867
ID_116101,-1.2551399,36.915306,0,Athi River,-1.4275556,36.9704444
ID_154734,-1.2238632,36.9206427,0,Athi River,-1.4275556,36.9704444
ID_009040,-0.6734104,34.7746077,4,Juja,-1.1081111,37.0138611
ID_072385,-1.0675427,37.0525493,11,Meru,-1.2770781,36.8146693
ID_108057,-0.4745505,37.5523947,13,Nakuru,-0.2829722,36.1188889
ID_053021,-4.0019647,39.6993569,1,Eastlands,-1.3241389,36.867
ID_159908,-0.6650952,34.8431268,4,Juja,-1.1081111,37.0138611
ID_023143,0.8841822,35.1187981,14,Ongata Rongai,-1.3989167,36.7250278
ID_119049,-0.2871993,36.0752755,5,Karatina,-0.4731389,37.1262222
ID_108184,-1.283097743,36.72639202,15,Ruai,-1.2285389,36.9890257
ID_158716,-1.1491963,37.0609967,11,Meru,-1.2770781,36.8146693
ID_091651,-1.1943356,36.7811089,15,Ruai,-1.2285389,36.9890257
ID_092971,-1.2189109,36.7734035,15,Ruai,-1.2285389,36.9890257
ID_028685,-1.3250407,36.8953093,0,Athi River,-1.4275556,36.9704444
ID_001944,-1.4280559,36.9655083,17,Thika Rd,-1.2420833,36.8763611
ID_077739,-1.3933883,36.9503847,17,Thika Rd,-1.2420833,36.8763611
ID_010858,-1.3259963,36.7888512,15,Ruai,-1.2285389,36.9890257
ID_029917,-1.2427061,36.6661745,15,Ruai,-1.2285389,36.9890257
ID_164103,-1.2533615,36.6654775,15,Ruai,-1.2285389,36.9890257
ID_037900,-0.057055,34.783925,10,Majengo Mombasa,-4.0519167,39.6583611
ID_178744,-1.2911603,36.7000284,15,Ruai,-1.2285389,36.9890257
ID_130627,-0.058275,34.78415,10,Majengo Mombasa,-4.0519167,39.6583611
ID_127006,-1.1489493,36.8069334,15,Ruai,-1.2285389,36.9890257
ID_061026,-1.0960298,37.0759916,11,Meru,-1.2770781,36.8146693
ID_058587,-1.2205703,36.7156133,15,Ruai,-1.2285389,36.9890257
ID_007445,-1.1597295,36.9424038,0,Athi River,-1.4275556,36.9704444
ID_190156,-0.9423635,37.1212969,11,Meru,-1.2770781,36.8146693
ID_174555,-1.2396007,36.9196743,0,Athi River,-1.4275556,36.9704444
ID_105794,-1.2812197,36.6920336,15,Ruai,-1.2285389,36.9890257
ID_025341,-0.9379574,37.1241034,11,Meru,-1.2770781,36.8146693
ID_016017,-1.1206617,37.0105771,11,Meru,-1.2770781,36.8146693
ID_138483,-0.6712899,37.2065134,18,Voi,-3.39025,38.57225
ID_177527,-1.2819825,36.7057686,15,Ruai,-1.2285389,36.9890257
ID_146841,-4.024239,39.6982922,1,Eastlands,-1.3241389,36.867
ID_094549,-1.2638758,37.0060437,0,Athi River,-1.4275556,36.9704444
ID_199839,-0.4790565,37.4646013,13,Nakuru,-0.2829722,36.1188889
ID_182036,-3.5073436,38.3769829,7,Kiambu,-1.2284444,36.6881944
ID_038802,-0.4616032,36.9456858,3,Embu,-0.54203,37.4542503
ID_096777,-3.4200186,38.5073077,7,Kiambu,-1.2284444,36.6881944
ID_101844,-3.2876702,40.0322984,9,Kisumu1,-0.0879444,34.7596667
ID_069646,-1.1570041,36.9438629,0,Athi River,-1.4275556,36.9704444
ID_061466,-1.2691499,36.7605798,15,Ruai,-1.2285389,36.9890257
ID_150791,-3.4220178,38.507016,7,Kiambu,-1.2284444,36.6881944
ID_056706,0.3605715,37.588627,8,Kisii,-0.6713333,34.7678889
ID_084052,-1.241766,36.890772,0,Athi River,-1.4275556,36.9704444
ID_164495,-1.2198157,36.7680989,15,Ruai,-1.2285389,36.9890257
ID_048199,-0.0885663,34.7811565,10,Majengo Mombasa,-4.0519167,39.6583611
ID_084839,-4.0505866,39.6583486,1,Eastlands,-1.3241389,36.867
ID_165838,-3.3000863,40.0112244,9,Kisumu1,-0.0879444,34.7596667
ID_188992,-1.373075,36.72054,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_125759,-1.2035282,36.8976799,0,Athi River,-1.4275556,36.9704444
ID_103982,-0.563476,37.1883644,18,Voi,-3.39025,38.57225
ID_083202,-1.284473035,36.72837921,15,Ruai,-1.2285389,36.9890257
ID_179035,-1.4160026,36.6874639,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_018090,-3.4997418,38.3773119,7,Kiambu,-1.2284444,36.6881944
ID_005896,-1.360589,36.6632131,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_179097,-1.1891266,36.6400046,15,Ruai,-1.2285389,36.9890257
ID_175710,-1.3934689,36.6880938,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_184214,-1.3626276,36.6574591,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_005040,-4.287037,39.5656484,1,Eastlands,-1.3241389,36.867
ID_041044,-1.1579869,36.9586408,0,Athi River,-1.4275556,36.9704444
ID_135784,-1.2223834,36.9236766,0,Athi River,-1.4275556,36.9704444
ID_080741,-1.300642522,36.75073406,15,Ruai,-1.2285389,36.9890257
ID_189984,-1.3013862,36.9110983,0,Athi River,-1.4275556,36.9704444
ID_113115,-4.2898151,39.5640961,1,Eastlands,-1.3241389,36.867
ID_033462,-0.8765619,37.1384252,11,Meru,-1.2770781,36.8146693
ID_090014,-1.0606287,37.1106125,11,Meru,-1.2770781,36.8146693
ID_069715,0.5760115,35.2266725,2,Eldoret,0.5201846,35.2563265
ID_188180,-0.5664792,37.2418631,18,Voi,-3.39025,38.57225
ID_129943,-4.025371,39.613618,1,Eastlands,-1.3241389,36.867
ID_191349,-1.395189,36.7450796,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_162130,-1.2877333,36.8925783,0,Athi River,-1.4275556,36.9704444
ID_067416,-0.5450389,37.474648,13,Nakuru,-0.2829722,36.1188889
ID_073261,-1.5346141,37.1266351,16,Ruiru,-1.2286944,36.9891111
ID_169214,-4.1077164,39.6647253,1,Eastlands,-1.3241389,36.867
ID_175319,-1.3145286,36.7770691,15,Ruai,-1.2285389,36.9890257
ID_027467,-3.5577538,38.7527737,7,Kiambu,-1.2284444,36.6881944
ID_078240,-1.2566855,36.9223555,0,Athi River,-1.4275556,36.9704444
ID_157856,-1.3081101,36.7835787,15,Ruai,-1.2285389,36.9890257
ID_059279,-3.39816,38.587117,7,Kiambu,-1.2284444,36.6881944
ID_187854,-1.3133048,36.7909229,15,Ruai,-1.2285389,36.9890257
ID_085062,-1.2090617,36.9601735,0,Athi River,-1.4275556,36.9704444
ID_158629,-1.2822498,36.759931,15,Ruai,-1.2285389,36.9890257
ID_136201,-0.0888119,34.7642107,10,Majengo Mombasa,-4.0519167,39.6583611
ID_172616,-1.3939789,36.7500519,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_118357,-1.5221469,36.9438629,17,Thika Rd,-1.2420833,36.8763611
ID_059554,-1.2670248,37.321098,16,Ruiru,-1.2286944,36.9891111
ID_198030,-1.2563136,36.9228112,0,Athi River,-1.4275556,36.9704444
ID_067013,-3.3932945,39.9415996,9,Kisumu1,-0.0879444,34.7596667
ID_040404,-4.0013411,39.7009882,1,Eastlands,-1.3241389,36.867
ID_038726,-0.3086193,36.0696659,5,Karatina,-0.4731389,37.1262222
ID_163151,-1.0709559,37.0599906,11,Meru,-1.2770781,36.8146693
ID_072397,-1.2013263,36.9015566,0,Athi River,-1.4275556,36.9704444
ID_039513,-1.3162531,36.8907711,0,Athi River,-1.4275556,36.9704444
ID_116560,-1.2560979,36.9223758,0,Athi River,-1.4275556,36.9704444
ID_090998,-1.1024019,37.0100233,11,Meru,-1.2770781,36.8146693
ID_027775,-1.3935855,36.9497664,17,Thika Rd,-1.2420833,36.8763611
ID_105440,-1.4768834,36.9585521,17,Thika Rd,-1.2420833,36.8763611
ID_159154,0.3329744,37.9376723,8,Kisii,-0.6713333,34.7678889
ID_162686,-1.1547753,37.0162891,11,Meru,-1.2770781,36.8146693
ID_079433,-0.0586988,34.772768,10,Majengo Mombasa,-4.0519167,39.6583611
ID_001973,-3.5583212,38.7495276,7,Kiambu,-1.2284444,36.6881944
ID_036333,-1.1824242,36.907256,0,Athi River,-1.4275556,36.9704444
ID_090608,-1.2792486,36.910889,0,Athi River,-1.4275556,36.9704444
ID_064411,-1.1538909,36.9751949,11,Meru,-1.2770781,36.8146693
ID_034917,-0.171744,37.0215533,3,Embu,-0.54203,37.4542503
ID_005602,-1.1536199,36.9909215,11,Meru,-1.2770781,36.8146693
ID_088731,-1.4169161,36.7090339,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_097953,-3.9473329,39.7505688,1,Eastlands,-1.3241389,36.867
ID_047267,-1.4014043,36.9464046,17,Thika Rd,-1.2420833,36.8763611
ID_034444,-1.1640144,36.8231313,0,Athi River,-1.4275556,36.9704444
ID_140416,-0.3479649,37.6435511,13,Nakuru,-0.2829722,36.1188889
ID_000670,-1.2779725,36.7517226,15,Ruai,-1.2285389,36.9890257
ID_155321,-0.0425956,37.6584518,8,Kisii,-0.6713333,34.7678889
ID_120927,0.8753608,35.1191419,14,Ongata Rongai,-1.3989167,36.7250278
ID_058453,-0.6750151,34.7616467,4,Juja,-1.1081111,37.0138611
ID_141533,-1.245657,36.666352,15,Ruai,-1.2285389,36.9890257
ID_198344,-3.3962726,38.5899199,7,Kiambu,-1.2284444,36.6881944
ID_033676,-0.0967673,34.7801722,10,Majengo Mombasa,-4.0519167,39.6583611
ID_183787,-3.7542983,39.1429617,1,Eastlands,-1.3241389,36.867
ID_060652,-1.3528753,36.9878521,17,Thika Rd,-1.2420833,36.8763611
ID_124394,-1.2779013,36.6787451,15,Ruai,-1.2285389,36.9890257
ID_144555,0.495774,35.3007922,2,Eldoret,0.5201846,35.2563265
ID_039091,-1.1961813,36.9258093,0,Athi River,-1.4275556,36.9704444
ID_041734,-0.0969842,34.7676919,10,Majengo Mombasa,-4.0519167,39.6583611
ID_194440,-0.6837274,37.6464789,13,Nakuru,-0.2829722,36.1188889
ID_033514,-0.0635394,37.6624324,8,Kisii,-0.6713333,34.7678889
ID_094766,-4.0363135,39.6220186,1,Eastlands,-1.3241389,36.867
ID_088071,-1.3002095,36.7471004,15,Ruai,-1.2285389,36.9890257
ID_067497,-0.4437425,37.4609699,13,Nakuru,-0.2829722,36.1188889
ID_156644,-3.6324118,39.8530727,9,Kisumu1,-0.0879444,34.7596667
ID_032062,-1.28922,36.9105783,0,Athi River,-1.4275556,36.9704444
ID_070506,-1.3807048,36.6763744,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_043221,-0.4312562,36.9683252,3,Embu,-0.54203,37.4542503
ID_148120,-1.2782426,36.9695888,0,Athi River,-1.4275556,36.9704444
ID_123303,-1.2894731,36.7266319,15,Ruai,-1.2285389,36.9890257
ID_002310,-1.4257997,36.6857785,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_154345,-1.1876621,36.6475645,15,Ruai,-1.2285389,36.9890257
ID_000980,-0.692745,34.7757849,4,Juja,-1.1081111,37.0138611
ID_066744,-1.0787332,37.1074432,11,Meru,-1.2770781,36.8146693
ID_168547,-1.3247997,36.7901971,15,Ruai,-1.2285389,36.9890257
ID_187124,-1.2070272,36.9555692,0,Athi River,-1.4275556,36.9704444
ID_017088,-1.226872,36.7336804,15,Ruai,-1.2285389,36.9890257
ID_081077,-1.2537264,36.6834665,15,Ruai,-1.2285389,36.9890257
ID_087744,-1.2907871,36.6857785,15,Ruai,-1.2285389,36.9890257
ID_173732,-0.6931506,35.0718227,4,Juja,-1.1081111,37.0138611
ID_103642,-1.2367267,36.6773513,15,Ruai,-1.2285389,36.9890257
ID_135594,-1.1319908,36.8160928,15,Ruai,-1.2285389,36.9890257
ID_074831,-0.2974913,36.051929,5,Karatina,-0.4731389,37.1262222
ID_117710,-1.2810087,36.6449816,15,Ruai,-1.2285389,36.9890257
ID_111094,0.5527163,35.3011853,2,Eldoret,0.5201846,35.2563265
ID_134468,-0.4812133,37.1237315,3,Embu,-0.54203,37.4542503
ID_102515,-1.0916988,37.0712948,11,Meru,-1.2770781,36.8146693
ID_043537,-1.127933502,36.96484375,11,Meru,-1.2770781,36.8146693
ID_046581,-1.1007412,37.0172151,11,Meru,-1.2770781,36.8146693
ID_074800,-0.24534,36.0076061,5,Karatina,-0.4731389,37.1262222
ID_076452,-0.2081233,35.8474233,5,Karatina,-0.4731389,37.1262222
ID_043614,-1.2246651,36.9202703,0,Athi River,-1.4275556,36.9704444
ID_024528,-1.2040385,36.8880828,0,Athi River,-1.4275556,36.9704444
ID_194303,-0.54267,37.44136,13,Nakuru,-0.2829722,36.1188889
ID_012134,-1.2484543,36.6850497,15,Ruai,-1.2285389,36.9890257
ID_047443,-0.7674494,34.6298184,4,Juja,-1.1081111,37.0138611
ID_100860,-1.3909177,36.7697213,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_000760,-1.0413859,37.0425497,11,Meru,-1.2770781,36.8146693
ID_034535,-3.5053643,38.577569,7,Kiambu,-1.2284444,36.6881944
ID_198944,-1.0100208,34.8777643,4,Juja,-1.1081111,37.0138611
ID_088506,-1.235266,36.9828523,0,Athi River,-1.4275556,36.9704444
ID_050484,-3.945035,39.7485283,1,Eastlands,-1.3241389,36.867
ID_123552,0.474064,35.2566233,2,Eldoret,0.5201846,35.2563265
ID_045117,-0.909816,34.7956544,4,Juja,-1.1081111,37.0138611
ID_157297,-1.2777921,36.7528567,15,Ruai,-1.2285389,36.9890257
ID_122396,-1.393528672,36.94379814,17,Thika Rd,-1.2420833,36.8763611
ID_178510,-1.2096996,36.7440692,15,Ruai,-1.2285389,36.9890257
ID_121083,-1.3004793,36.9080836,0,Athi River,-1.4275556,36.9704444
ID_041074,-1.0971064,37.0450741,11,Meru,-1.2770781,36.8146693
ID_041205,-1.2274183,36.91847,0,Athi River,-1.4275556,36.9704444
ID_190548,-0.1231799,34.7943301,10,Majengo Mombasa,-4.0519167,39.6583611
ID_108242,-1.2095649,36.875308,0,Athi River,-1.4275556,36.9704444
ID_048424,-1.2633382,36.701998,15,Ruai,-1.2285389,36.9890257
ID_103265,-4.0830581,39.6622766,1,Eastlands,-1.3241389,36.867
ID_007307,0.0005876,36.2347761,5,Karatina,-0.4731389,37.1262222
ID_081899,-1.474981272,36.95952494,17,Thika Rd,-1.2420833,36.8763611
ID_098337,-1.3261957,36.8907696,0,Athi River,-1.4275556,36.9704444
ID_046593,-1.2787573,36.7584164,15,Ruai,-1.2285389,36.9890257
ID_113558,-1.055030701,36.94901125,11,Meru,-1.2770781,36.8146693
ID_182748,-1.0606917,36.78308,15,Ruai,-1.2285389,36.9890257
ID_181770,-1.3141543,36.8272142,0,Athi River,-1.4275556,36.9704444
ID_142633,0.5195257,35.3004124,2,Eldoret,0.5201846,35.2563265
ID_091578,-1.3973404,36.7580819,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_028448,-1.5148842,36.7558566,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_005562,-1.394236207,36.74048615,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_016325,-4.0323242,39.6261238,1,Eastlands,-1.3241389,36.867
ID_078668,-4.0077586,39.6271303,1,Eastlands,-1.3241389,36.867
ID_103953,0.6784942,35.1552375,14,Ongata Rongai,-1.3989167,36.7250278
ID_028358,-1.1792189,36.6437663,15,Ruai,-1.2285389,36.9890257
ID_133744,-1.1665618,36.8435499,0,Athi River,-1.4275556,36.9704444
ID_152843,0.0786424,37.2321614,8,Kisii,-0.6713333,34.7678889
ID_044034,-1.1947459,36.7796935,15,Ruai,-1.2285389,36.9890257
ID_015577,-0.4110942,36.1485999,5,Karatina,-0.4731389,37.1262222
ID_153451,0.599919,35.1490266,14,Ongata Rongai,-1.3989167,36.7250278
ID_164579,-4.0047469,39.5748998,1,Eastlands,-1.3241389,36.867
ID_198548,-1.2242311,36.9243072,0,Athi River,-1.4275556,36.9704444
ID_179377,0.4751021,35.2538189,2,Eldoret,0.5201846,35.2563265
ID_101015,-1.2639156,36.7172279,15,Ruai,-1.2285389,36.9890257
ID_100017,-0.8148509,34.7317762,4,Juja,-1.1081111,37.0138611
